Diet Type,Day,Meal,Dish Combo,Ingredients (per serving),Healthy Tag,Calories (kcal),Carbs (g),Protein (g),Fats (g)
Eggitarian,265,Day Total,,—,Balanced,894,135,25,22
Eggitarian,266,Breakfast,Moode Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,181,39,5,3
Eggitarian,266,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,266,Lunch,Kotte Kadubu + Egg Bhurji (BLR style),"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,365,52,12,11
Eggitarian,266,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,266,Dinner,Wheat Phulka + Egg Masala,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,309,45,10,7
Eggitarian,266,Day Total,,—,Balanced,855,136,27,21
Eggitarian,267,Breakfast,Ragi Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,205,32,4,3
Eggitarian,267,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,267,Lunch,Onion Dosa + Egg Pepper Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,317,52,9,8
Eggitarian,267,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,267,Dinner,Sajje Rotti + Egg Bhurji (BLR style),"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,352,50,11,12
Eggitarian,267,Day Total,,—,Balanced,874,134,24,23
Eggitarian,268,Breakfast,Rava Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,189,32,5,3
Eggitarian,268,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,268,Lunch,Rava Idli + Masala Omelette Dosa,"Rice 50g, Urad Dal 20g, Salt 2g + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,300,46,9,8
Eggitarian,268,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,268,Dinner,Set Dosa + Egg Sambar,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,328,50,9,8
Eggitarian,268,Day Total,,—,Balanced,817,128,23,19
Eggitarian,269,Breakfast,Rava Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,189,32,5,3
Eggitarian,269,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,269,Lunch,Sajje Rotti + Egg Pepper Fry,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,314,50,9,8
Eggitarian,269,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,269,Dinner,Set Dosa + Egg Gojju,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,320,47,9,8
Eggitarian,269,Day Total,,—,Balanced,823,129,23,19
Eggitarian,270,Breakfast,Wheat Phulka,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,188,31,6,3
Eggitarian,270,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,270,Lunch,Egg Dosa + Egg Keema,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,358,50,11,11
Eggitarian,270,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,270,Dinner,Rava Dosa + Egg Tomato Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,307,45,9,8
Eggitarian,270,Day Total,,—,Balanced,853,126,26,22
Eggitarian,271,Breakfast,Moode Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,181,39,5,3
Eggitarian,271,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,271,Lunch,Onion Dosa + Generic Item,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,550,92,15,12
Eggitarian,271,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,271,Dinner,Jolada Rotti + Egg Pepper Fry,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,323,49,9,7
Eggitarian,271,Day Total,,—,Balanced,1054,180,29,22
Eggitarian,272,Breakfast,Rava Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,189,32,5,3
Eggitarian,272,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,272,Lunch,Kotte Kadubu + Egg Pepper Curry,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,318,54,9,8
Eggitarian,272,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,272,Dinner,Ragi Dosa + Egg Bhurji (BLR style),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,368,47,11,12
Eggitarian,272,Day Total,,—,Balanced,875,133,25,23
Eggitarian,273,Breakfast,Ragi Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,205,32,4,3
Eggitarian,273,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,273,Lunch,Mallige Idli + Egg Masala,"Rice 50g, Urad Dal 20g, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,304,50,9,7
Eggitarian,273,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,273,Dinner,Rava Dosa + Egg Pepper Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,306,47,9,9
Eggitarian,273,Day Total,,—,Balanced,815,129,22,19
Eggitarian,274,Breakfast,Set Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,201,34,5,3
Eggitarian,274,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,274,Lunch,Moode Idli + Egg Roast,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,344,54,12,10
Eggitarian,274,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,274,Dinner,Sajje Rotti + Egg Pepper Curry,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,305,52,9,9
Eggitarian,274,Day Total,,—,Balanced,850,140,26,22
Eggitarian,275,Breakfast,Masala Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,199,39,5,3
Eggitarian,275,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,275,Lunch,Uttapam + Egg Keema,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,376,48,12,11
Eggitarian,275,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,275,Dinner,Rava Dosa + Generic Item,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,539,87,15,12
Eggitarian,275,Day Total,,—,Balanced,1114,174,32,26
Eggitarian,276,Breakfast,Ragi Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,205,32,4,3
Eggitarian,276,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,276,Lunch,Mallige Idli + Egg Pepper Curry,"Rice 50g, Urad Dal 20g, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,299,52,9,8
Eggitarian,276,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,276,Dinner,Ragi Dosa + Egg Keema,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,376,46,11,11
Eggitarian,276,Day Total,,—,Balanced,880,130,24,22
Eggitarian,277,Breakfast,Wheat Phulka,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,188,31,6,3
Eggitarian,277,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,277,Lunch,Neer Dosa + Egg Pepper Fry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,324,52,9,8
Eggitarian,277,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,277,Dinner,Neer Dosa + Generic Item,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,549,93,15,12
Eggitarian,277,Day Total,,—,Balanced,1061,176,30,23
Eggitarian,278,Breakfast,Onion Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,200,37,5,3
Eggitarian,278,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,278,Lunch,Uttapam + Masala Omelette Dosa,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,326,49,9,8
Eggitarian,278,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,278,Dinner,Wheat Phulka + Egg Pesarattu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,316,46,10,8
Eggitarian,278,Day Total,,—,Balanced,842,132,24,19
Eggitarian,279,Breakfast,Egg Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,187,36,4,3
Eggitarian,279,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,279,Lunch,Ragi Dosa + Egg Masala,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,326,46,9,8
Eggitarian,279,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,279,Dinner,Rava Dosa + Egg Pesarattu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,317,46,10,8
Eggitarian,279,Day Total,,—,Balanced,830,128,23,19
Eggitarian,280,Breakfast,Mallige Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,182,36,5,3
Eggitarian,280,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,280,Lunch,Set Dosa + Egg Pesarattu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,330,49,10,8
Eggitarian,280,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,280,Dinner,Rava Dosa + Egg Masala,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,310,45,10,8
Eggitarian,280,Day Total,,—,Balanced,822,130,25,19
Eggitarian,281,Breakfast,Neer Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,199,38,5,3
Eggitarian,281,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,281,Lunch,Egg Dosa + Egg Roast,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,350,50,11,10
Eggitarian,281,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,281,Dinner,Mallige Idli + Egg Masala,"Rice 50g, Urad Dal 20g, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,304,50,9,7
Eggitarian,281,Day Total,,—,Balanced,853,138,25,20
Eggitarian,282,Breakfast,Egg Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,187,36,4,3
Eggitarian,282,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,282,Lunch,Masala Dosa + Egg Bhurji (BLR style),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,363,53,12,12
Eggitarian,282,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,282,Dinner,Rava Idli + Masala Omelette Dosa,"Rice 50g, Urad Dal 20g, Salt 2g + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,300,46,9,8
Eggitarian,282,Day Total,,—,Balanced,850,135,25,23
Eggitarian,283,Breakfast,Uttapam,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,204,35,5,3
Eggitarian,283,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,283,Lunch,Ragi Dosa + Masala Omelette Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,327,47,9,9
Eggitarian,283,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,283,Dinner,Uttapam + Egg Roast,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,367,49,12,10
Eggitarian,283,Day Total,,—,Balanced,898,131,26,22
Eggitarian,284,Breakfast,Mallige Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,182,36,5,3
Eggitarian,284,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,284,Lunch,Onion Dosa + Egg Bhurji (BLR style),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,364,51,12,11
Eggitarian,284,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,284,Dinner,Neer Dosa + Generic Item,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,549,93,15,12
Eggitarian,284,Day Total,,—,Balanced,1095,180,32,26
Eggitarian,285,Breakfast,Kotte Kadubu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,202,38,5,3
Eggitarian,285,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,285,Lunch,Masala Dosa + Egg Gojju,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,318,52,9,9
Eggitarian,285,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,285,Dinner,Wheat Phulka + Egg Gojju,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,306,44,9,8
Eggitarian,285,Day Total,,—,Balanced,826,134,23,20
Eggitarian,286,Breakfast,Egg Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,187,36,4,3
Eggitarian,286,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,286,Lunch,Masala Dosa + Egg Pesarattu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,328,54,10,8
Eggitarian,286,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,286,Dinner,Jolada Rotti + Egg Keema,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,369,48,11,11
Eggitarian,286,Day Total,,—,Balanced,884,138,25,22
Eggitarian,287,Breakfast,Sajje Rotti,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,188,36,5,3
Eggitarian,287,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,287,Lunch,Uttapam + Egg Bhurji (BLR style),"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,368,49,12,11
Eggitarian,287,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,287,Dinner,Moode Idli + Egg Pesarattu,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,310,54,10,8
Eggitarian,287,Day Total,,—,Balanced,866,139,27,22
Eggitarian,288,Breakfast,Kotte Kadubu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,202,38,5,3
Eggitarian,288,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,288,Lunch,Set Dosa + Egg Pepper Fry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,327,48,9,7
Eggitarian,288,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,288,Dinner,Uttapam + Egg Tomato Curry,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,322,48,9,8
Eggitarian,288,Day Total,,—,Balanced,851,134,23,18
Eggitarian,289,Breakfast,Set Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,201,34,5,3
Eggitarian,289,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,289,Lunch,Ragi Dosa + Boiled Eggs with Chutney,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,324,47,9,8
Eggitarian,289,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,289,Dinner,Rava Idli + Egg Gojju,"Rice 50g, Urad Dal 20g, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,296,45,8,9
Eggitarian,289,Day Total,,—,Balanced,821,126,22,20
Eggitarian,290,Breakfast,Set Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,201,34,5,3
Eggitarian,290,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,290,Lunch,Set Dosa + Egg Pesarattu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,330,49,10,8
Eggitarian,290,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,290,Dinner,Moode Idli + Generic Item,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,531,94,15,12
Eggitarian,290,Day Total,,—,Balanced,1062,177,30,23
Eggitarian,291,Breakfast,Mallige Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,182,36,5,3
Eggitarian,291,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,291,Lunch,Jolada Rotti + Egg Sambar,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,324,50,8,8
Eggitarian,291,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,291,Dinner,Ragi Dosa + Egg Pesarattu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,333,47,9,8
Eggitarian,291,Day Total,,—,Balanced,839,133,22,19
Eggitarian,292,Breakfast,Wheat Phulka,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,188,31,6,3
Eggitarian,292,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,292,Lunch,Masala Dosa + Egg Roast,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,362,54,12,11
Eggitarian,292,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,292,Dinner,Sajje Rotti + Egg Pepper Curry,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,305,52,9,9
Eggitarian,292,Day Total,,—,Balanced,855,137,27,23
Eggitarian,293,Breakfast,Wheat Phulka,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,188,31,6,3
Eggitarian,293,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,293,Lunch,Egg Dosa + Egg Tomato Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,305,50,8,8
Eggitarian,293,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
